psgc_code,name,province,geographic_level,income_classification,population_2024
0102801000,Adams,Ilocos Norte,Mun,4th,2279
0102802000,Bacarra,Ilocos Norte,Mun,2nd,32734
0102803000,Badoc,Ilocos Norte,Mun,1st,32832
0102804000,Bangui,Ilocos Norte,Mun,2nd,15227
0102805000,City of Batac,Ilocos Norte,City,3rd,56781
0102806000,Burgos,Ilocos Norte,Mun,3rd,10962
0102807000,Carasi,Ilocos Norte,Mun,5th,1775
0102808000,Currimao,Ilocos Norte,Mun,3rd,12256
0102809000,Dingras,Ilocos Norte,Mun,1st,40176
0102810000,Dumalneg,Ilocos Norte,Mun,4th,3452
0102811000,Banna,Ilocos Norte,Mun,1st,19363
0102812000,City of Laoag,Ilocos Norte,City,3rd,112117
0102813000,Marcos,Ilocos Norte,Mun,2nd,18105
0102814000,Nueva Era,Ilocos Norte,Mun,1st,13305
0102815000,Pagudpud,Ilocos Norte,Mun,1st,25565
0102816000,Paoay,Ilocos Norte,Mun,2nd,24204
0102817000,Pasuquin,Ilocos Norte,Mun,1st,30521
0102818000,Piddig,Ilocos Norte,Mun,1st,22781
0102819000,Pinili,Ilocos Norte,Mun,1st,17705
0102820000,San Nicolas,Ilocos Norte,Mun,1st,39116
0102821000,Sarrat,Ilocos Norte,Mun,2nd,26294
0102822000,Solsona,Ilocos Norte,Mun,2nd,26249
0102823000,Vintar,Ilocos Norte,Mun,1st,35051
0102901000,Alilem,Ilocos Sur,Mun,1st,7736
0102902000,Banayoyo,Ilocos Sur,Mun,1st,7953
0102903000,Bantay,Ilocos Sur,Mun,1st,37088
0102904000,Burgos,Ilocos Sur,Mun,1st,13026
0102905000,Cabugao,Ilocos Sur,Mun,1st,38981
0102906000,City of Candon,Ilocos Sur,City,1st,61315
0102907000,Caoayan,Ilocos Sur,Mun,2nd,19715
0102908000,Cervantes,Ilocos Sur,Mun,1st,20065
0102909000,Galimuyod,Ilocos Sur,Mun,1st,10263
0102910000,Gregorio del Pilar,Ilocos Sur,Mun,1st,4385
0102911000,Lidlidda,Ilocos Sur,Mun,1st,4846
0102912000,Magsingal,Ilocos Sur,Mun,1st,31970
0102913000,Nagbukel,Ilocos Sur,Mun,1st,5370
0102914000,Narvacan,Ilocos Sur,Mun,1st,46265
0102915000,Quirino,Ilocos Sur,Mun,1st,9460
0102916000,Salcedo,Ilocos Sur,Mun,1st,11196
0102917000,San Emilio,Ilocos Sur,Mun,1st,7513
0102918000,San Esteban,Ilocos Sur,Mun,1st,8621
0102919000,San Ildefonso,Ilocos Sur,Mun,2nd,8213
0102920000,San Juan,Ilocos Sur,Mun,1st,26709
0102921000,San Vicente,Ilocos Sur,Mun,3rd,13074
0102922000,Santa,Ilocos Sur,Mun,2nd,15164
0102923000,Santa Catalina,Ilocos Sur,Mun,2nd,14319
0102924000,Santa Cruz,Ilocos Sur,Mun,1st,41296
0102925000,Santa Lucia,Ilocos Sur,Mun,1st,26200
0102926000,Santa Maria,Ilocos Sur,Mun,1st,30076
0102927000,Santiago,Ilocos Sur,Mun,1st,19771
0102928000,Santo Domingo,Ilocos Sur,Mun,1st,29372
0102929000,Sigay,Ilocos Sur,Mun,1st,2577
0102930000,Sinait,Ilocos Sur,Mun,1st,26059
0102931000,Sugpon,Ilocos Sur,Mun,3rd,4238
0102932000,Suyo,Ilocos Sur,Mun,1st,11051
0102933000,Tagudin,Ilocos Sur,Mun,1st,41606
0102934000,City of Vigan,Ilocos Sur,City,4th,54498
0103301000,Agoo,La Union,Mun,1st,65256
0103302000,Aringay,La Union,Mun,1st,50786
0103303000,Bacnotan,La Union,Mun,1st,45203
0103304000,Bagulin,La Union,Mun,4th,14434
0103305000,Balaoan,La Union,Mun,1st,40440
0103306000,Bangar,La Union,Mun,1st,38190
0103307000,Bauang,La Union,Mun,1st,77670
0103308000,Burgos,La Union,Mun,4th,9121
0103309000,Caba,La Union,Mun,1st,23432
0103310000,Luna,La Union,Mun,2nd,38076
0103311000,Naguilian,La Union,Mun,1st,53443
0103312000,Pugo,La Union,Mun,3rd,19107
0103313000,Rosario,La Union,Mun,1st,58797
0103314000,City of San Fernando,La Union,City,2nd,124809
0103315000,San Gabriel,La Union,Mun,3rd,18579
0103316000,San Juan,La Union,Mun,1st,41319
0103317000,Santo Tomas,La Union,Mun,1st,42777
0103318000,Santol,La Union,Mun,1st,14877
0103319000,Sudipen,La Union,Mun,1st,16888
0103320000,Tubao,La Union,Mun,2nd,31868
0105501000,Agno,Pangasinan,Mun,2nd,29270
0105502000,Aguilar,Pangasinan,Mun,1st,45363
0105503000,City of Alaminos,Pangasinan,City,3rd,100430
0105504000,Alcala,Pangasinan,Mun,1st,49479
0105505000,Anda,Pangasinan,Mun,2nd,42688
0105506000,Asingan,Pangasinan,Mun,1st,58349
0105507000,Balungao,Pangasinan,Mun,1st,30678
0105508000,Bani,Pangasinan,Mun,1st,52715
0105509000,Basista,Pangasinan,Mun,3rd,37840
0105510000,Bautista,Pangasinan,Mun,3rd,35728
0105511000,Bayambang,Pangasinan,Mun,1st,129506
0105512000,Binalonan,Pangasinan,Mun,1st,56560
0105513000,Binmaley,Pangasinan,Mun,1st,88006
0105514000,Bolinao,Pangasinan,Mun,1st,84658
0105515000,Bugallon,Pangasinan,Mun,1st,76027
0105516000,Burgos,Pangasinan,Mun,3rd,23240
0105517000,Calasiao,Pangasinan,Mun,1st,100686
0105518000,City of Dagupan,Pangasinan,City,2nd,174777
0105519000,Dasol,Pangasinan,Mun,2nd,31842
0105520000,Infanta,Pangasinan,Mun,2nd,26837
0105521000,Labrador,Pangasinan,Mun,3rd,26995
0105522000,Lingayen,Pangasinan,Mun,1st,108510
0105523000,Mabini,Pangasinan,Mun,2nd,26589
0105524000,Malasiqui,Pangasinan,Mun,1st,144344
0105525000,Manaoag,Pangasinan,Mun,1st,76606
0105526000,Mangaldan,Pangasinan,Mun,1st,113302
0105527000,Mangatarem,Pangasinan,Mun,1st,79648
0105528000,Mapandan,Pangasinan,Mun,3rd,38228
0105529000,Natividad,Pangasinan,Mun,3rd,26721
0105530000,Pozorrubio,Pangasinan,Mun,1st,75143
0105531000,Rosales,Pangasinan,Mun,1st,67510
0105532000,City of San Carlos,Pangasinan,City,2nd,208330
0105533000,San Fabian,Pangasinan,Mun,1st,87714
0105534000,San Jacinto,Pangasinan,Mun,1st,44713
0105535000,San Manuel,Pangasinan,Mun,1st,56876
0105536000,San Nicolas,Pangasinan,Mun,1st,40144
0105537000,San Quintin,Pangasinan,Mun,2nd,34322
0105538000,Santa Barbara,Pangasinan,Mun,1st,92420
0105539000,Santa Maria,Pangasinan,Mun,2nd,34452
0105540000,Santo Tomas,Pangasinan,Mun,4th,14894
0105541000,Sison,Pangasinan,Mun,1st,51439
0105542000,Sual,Pangasinan,Mun,1st,38625
0105543000,Tayug,Pangasinan,Mun,1st,45476
0105544000,Umingan,Pangasinan,Mun,1st,78940
0105545000,Urbiztondo,Pangasinan,Mun,1st,56349
0105546000,City of Urdaneta,Pangasinan,City,1st,145935
0105547000,Villasis,Pangasinan,Mun,1st,65086
0105548000,Laoac,Pangasinan,Mun,2nd,34550
0200901000,Basco,Batanes,Mun,4th,9647
0200902000,Itbayat,Batanes,Mun,5th,2937
0200903000,Ivana,Batanes,Mun,5th,1368
0200904000,Mahatao,Batanes,Mun,5th,1745
0200905000,Sabtang,Batanes,Mun,5th,1774
0200906000,Uyugan,Batanes,Mun,5th,1466
0201501000,Abulug,Cagayan,Mun,2nd,35347
0201502000,Alcala,Cagayan,Mun,1st,41468
0201503000,Allacapan,Cagayan,Mun,1st,35946
0201504000,Amulung,Cagayan,Mun,1st,50903
0201505000,Aparri,Cagayan,Mun,1st,68368
0201506000,Baggao,Cagayan,Mun,1st,90723
0201507000,Ballesteros,Cagayan,Mun,2nd,34562
0201508000,Buguey,Cagayan,Mun,2nd,32351
0201509000,Calayan,Cagayan,Mun,1st,18008
0201510000,Camalaniugan,Cagayan,Mun,3rd,25629
0201511000,Claveria,Cagayan,Mun,2nd,32997
0201512000,Enrile,Cagayan,Mun,1st,36481
0201513000,Gattaran,Cagayan,Mun,1st,59704
0201514000,Gonzaga,Cagayan,Mun,1st,41994
0201515000,Iguig,Cagayan,Mun,2nd,31342
0201516000,Lal-Lo,Cagayan,Mun,1st,48404
0201517000,Lasam,Cagayan,Mun,1st,42042
0201518000,Pamplona,Cagayan,Mun,3rd,25182
0201519000,Peñablanca,Cagayan,Mun,1st,50856
0201520000,Piat,Cagayan,Mun,3rd,25436
0201521000,Rizal,Cagayan,Mun,4th,19577
0201522000,Sanchez Mira,Cagayan,Mun,2nd,26292
0201523000,Santa Ana,Cagayan,Mun,1st,34595
0201524000,Santa Praxedes,Cagayan,Mun,5th,4643
0201525000,Santa Teresita,Cagayan,Mun,3rd,19476
0201526000,Santo Niño,Cagayan,Mun,1st,29066
0201527000,Solana,Cagayan,Mun,1st,89840
0201528000,Tuao,Cagayan,Mun,1st,66147
0201529000,Tuguegarao City,Cagayan,City,2nd,167297
0203101000,Alicia,Isabela,Mun,1st,74699
0203102000,Angadanan,Isabela,Mun,1st,45970
0203103000,Aurora,Isabela,Mun,1st,37191
0203104000,Benito Soliven,Isabela,Mun,2nd,30682
0203105000,Burgos,Isabela,Mun,3rd,26729
0203106000,Cabagan,Isabela,Mun,1st,55445
0203107000,Cabatuan,Isabela,Mun,1st,40223
0203108000,City of Cauayan,Isabela,City,2nd,143539
0203109000,Cordon,Isabela,Mun,1st,46688
0203110000,Dinapigue,Isabela,Mun,1st,6116
0203111000,Divilacan,Isabela,Mun,1st,5871
0203112000,Echague,Isabela,Mun,1st,91320
0203113000,Gamu,Isabela,Mun,2nd,30850
0203114000,City of Ilagan,Isabela,City,1st,164020
0203115000,Jones,Isabela,Mun,1st,46160
0203116000,Luna,Isabela,Mun,1st,21015
0203117000,Maconacon,Isabela,Mun,2nd,4252
0203118000,Delfin Albano,Isabela,Mun,1st,30860
0203119000,Mallig,Isabela,Mun,1st,32509
0203120000,Naguilian,Isabela,Mun,1st,34520
0203121000,Palanan,Isabela,Mun,1st,18091
0203122000,Quezon,Isabela,Mun,1st,28376
0203123000,Quirino,Isabela,Mun,1st,25205
0203124000,Ramon,Isabela,Mun,1st,57412
0203125000,Reina Mercedes,Isabela,Mun,1st,28222
0203126000,Roxas,Isabela,Mun,1st,66593
0203127000,San Agustin,Isabela,Mun,2nd,22228
0203128000,San Guillermo,Isabela,Mun,2nd,21043
0203129000,San Isidro,Isabela,Mun,3rd,27326
0203130000,San Manuel,Isabela,Mun,2nd,34740
0203131000,San Mariano,Isabela,Mun,1st,61876
0203132000,San Mateo,Isabela,Mun,1st,67433
0203133000,San Pablo,Isabela,Mun,1st,26462
0203134000,Santa Maria,Isabela,Mun,3rd,25919
0203135000,City of Santiago,Isabela,City,1st,150313
0203136000,Santo Tomas,Isabela,Mun,3rd,25997
0203137000,Tumauini,Isabela,Mun,1st,77153
0205001000,Ambaguio,Nueva Vizcaya,Mun,4th,16401
0205002000,Aritao,Nueva Vizcaya,Mun,1st,45000
0205003000,Bagabag,Nueva Vizcaya,Mun,1st,39138
0205004000,Bambang,Nueva Vizcaya,Mun,1st,60146
0205005000,Bayombong,Nueva Vizcaya,Mun,1st,72890
0205006000,Diadi,Nueva Vizcaya,Mun,3rd,20438
0205007000,Dupax del Norte,Nueva Vizcaya,Mun,1st,35509
0205008000,Dupax del Sur,Nueva Vizcaya,Mun,1st,22388
0205009000,Kasibu,Nueva Vizcaya,Mun,1st,46845
0205010000,Kayapa,Nueva Vizcaya,Mun,1st,27865
0205011000,Quezon,Nueva Vizcaya,Mun,1st,25306
0205012000,Santa Fe,Nueva Vizcaya,Mun,2nd,18950
0205013000,Solano,Nueva Vizcaya,Mun,1st,69296
0205014000,Villaverde,Nueva Vizcaya,Mun,4th,21001
0205015000,Alfonso Castaneda,Nueva Vizcaya,Mun,2nd*,8933
0205701000,Aglipay,Quirino,Mun,2nd,31596
0205702000,Cabarroguis,Quirino,Mun,1st,34720
0205703000,Diffun,Quirino,Mun,1st,58254
0205704000,Maddela,Quirino,Mun,1st,41867
0205705000,Saguday,Quirino,Mun,4th,17863
0205706000,Nagtipunan,Quirino,Mun,1st,26541
0300801000,Abucay,Bataan,Mun,2nd,44846
0300802000,Bagac,Bataan,Mun,2nd,32799
0300803000,City of Balanga,Bataan,City,2nd,109931
0300804000,Dinalupihan,Bataan,Mun,1st,124188
0300805000,Hermosa,Bataan,Mun,1st,80557
0300806000,Limay,Bataan,Mun,1st,81960
0300807000,Mariveles,Bataan,Mun,1st,156200
0300808000,Morong,Bataan,Mun,1st,37024
0300809000,Orani,Bataan,Mun,1st,72941
0300810000,Orion,Bataan,Mun,1st,63044
0300811000,Pilar,Bataan,Mun,2nd,47107
0300812000,Samal,Bataan,Mun,2nd,40843
0301401000,Angat,Bulacan,Mun,1st,67862
0301402000,Balagtas,Bulacan,Mun,1st,80221
0301403000,City of Baliwag,Bulacan,City,3rd,174194
0301404000,Bocaue,Bulacan,Mun,1st,147755
0301405000,Bulacan,Bulacan,Mun,1st,83101
0301406000,Bustos,Bulacan,Mun,1st,80565
0301407000,Calumpit,Bulacan,Mun,1st,122187
0301408000,Guiguinto,Bulacan,Mun,1st,118173
0301409000,Hagonoy,Bulacan,Mun,1st,136673
0301410000,City of Malolos,Bulacan,City,1st,269809
0301411000,Marilao,Bulacan,Mun,1st,263507
0301412000,City of Meycauayan,Bulacan,City,1st,228023
0301413000,Norzagaray,Bulacan,Mun,1st,140697
0301414000,Obando,Bulacan,Mun,1st,61073
0301415000,Pandi,Bulacan,Mun,1st,162725
0301416000,Paombong,Bulacan,Mun,2nd,58453
0301417000,Plaridel,Bulacan,Mun,1st,120939
0301418000,Pulilan,Bulacan,Mun,1st,111384
0301419000,San Ildefonso,Bulacan,Mun,1st,123140
0301420000,City of San Jose Del Monte,Bulacan,City,1st,685688
0301421000,San Miguel,Bulacan,Mun,1st,179792
0301422000,San Rafael,Bulacan,Mun,1st,108256
0301423000,Santa Maria,Bulacan,Mun,1st,322525
0301424000,Doña Remedios Trinidad,Bulacan,Mun,1st,30064
0304901000,Aliaga,Nueva Ecija,Mun,1st,72134
0304902000,Bongabon,Nueva Ecija,Mun,1st,69376
0304903000,City of Cabanatuan,Nueva Ecija,City,1st,343672
0304904000,Cabiao,Nueva Ecija,Mun,1st,89497
0304905000,Carranglan,Nueva Ecija,Mun,1st,43694
0304906000,Cuyapo,Nueva Ecija,Mun,1st,70919
0304907000,Gabaldon,Nueva Ecija,Mun,1st,40223
0304908000,City of Gapan,Nueva Ecija,City,3rd,129610
0304909000,General Mamerto Natividad,Nueva Ecija,Mun,2nd,43779
0304910000,General Tinio,Nueva Ecija,Mun,1st,58093
0304911000,Guimba,Nueva Ecija,Mun,1st,131468
0304912000,Jaen,Nueva Ecija,Mun,1st,83895
0304913000,Laur,Nueva Ecija,Mun,1st,40185
0304914000,Licab,Nueva Ecija,Mun,3rd,29590
0304915000,Llanera,Nueva Ecija,Mun,2nd,44620
0304916000,Lupao,Nueva Ecija,Mun,2nd,47175
0304917000,Science City of Muñoz,Nueva Ecija,City,4th,85061
0304918000,Nampicuan,Nueva Ecija,Mun,4th,15297
0304919000,City of Palayan,Nueva Ecija,City,4th,47883
0304920000,Pantabangan,Nueva Ecija,Mun,1st,32694
0304921000,Peñaranda,Nueva Ecija,Mun,2nd,33043
0304922000,Quezon,Nueva Ecija,Mun,2nd,42621
0304923000,Rizal,Nueva Ecija,Mun,1st,71749
0304924000,San Antonio,Nueva Ecija,Mun,1st,84958
0304925000,San Isidro,Nueva Ecija,Mun,1st,55108
0304926000,San Jose City,Nueva Ecija,City,2nd,156714
0304927000,San Leonardo,Nueva Ecija,Mun,1st,69180
0304928000,Santa Rosa,Nueva Ecija,Mun,1st,80258
0304929000,Santo Domingo,Nueva Ecija,Mun,1st,63750
0304930000,Talavera,Nueva Ecija,Mun,1st,137444
0304931000,Talugtug,Nueva Ecija,Mun,3rd,26469
0304932000,Zaragoza,Nueva Ecija,Mun,1st,55657
0305402000,Apalit,Pampanga,Mun,1st,121057
0305403000,Arayat,Pampanga,Mun,1st,150949
0305404000,Bacolor,Pampanga,Mun,1st,59361
0305405000,Candaba,Pampanga,Mun,1st,124019
0305406000,Floridablanca,Pampanga,Mun,1st,146095
0305407000,Guagua,Pampanga,Mun,1st,137948
0305408000,Lubao,Pampanga,Mun,1st,190355
0305409000,Mabalacat City,Pampanga,City,1st,306594
0305410000,Macabebe,Pampanga,Mun,1st,82933
0305411000,Magalang,Pampanga,Mun,1st,133883
0305412000,Masantol,Pampanga,Mun,1st,57207
0305413000,Mexico,Pampanga,Mun,1st,187597
0305414000,Minalin,Pampanga,Mun,2nd,50126
0305415000,Porac,Pampanga,Mun,1st,147551
0305416000,City of San Fernando,Pampanga,City,1st,377534
0305417000,San Luis,Pampanga,Mun,2nd,64674
0305418000,San Simon,Pampanga,Mun,1st,65760
0305419000,Santa Ana,Pampanga,Mun,1st,63431
0305420000,Santa Rita,Pampanga,Mun,2nd,42915
0305421000,Sto. Tomas,Pampanga,Mun,2nd,44376
0305422000,Sasmuan,Pampanga,Mun,3rd,32081
0306901000,Anao,Tarlac,Mun,4th,12865
0306902000,Bamban,Tarlac,Mun,1st,81012
0306903000,Camiling,Tarlac,Mun,1st,91400
0306904000,Capas,Tarlac,Mun,1st,162724
0306905000,Concepcion,Tarlac,Mun,1st,178549
0306906000,Gerona,Tarlac,Mun,1st,97937
0306907000,La Paz,Tarlac,Mun,1st,71978
0306908000,Mayantoc,Tarlac,Mun,1st,34091
0306909000,Moncada,Tarlac,Mun,1st,66925
0306910000,Paniqui,Tarlac,Mun,1st,106190
0306911000,Pura,Tarlac,Mun,3rd,27017
0306912000,Ramos,Tarlac,Mun,4th,23808
0306913000,San Clemente,Tarlac,Mun,4th,13781
0306914000,San Manuel,Tarlac,Mun,1st,29693
0306915000,Santa Ignacia,Tarlac,Mun,1st,53620
0306916000,City of Tarlac,Tarlac,City,1st,401892
0306917000,Victoria,Tarlac,Mun,1st,71495
0306918000,San Jose,Tarlac,Mun,1st,43185
0307101000,Botolan,Zambales,Mun,1st,70340
0307102000,Cabangan,Zambales,Mun,2nd,29334
0307103000,Candelaria,Zambales,Mun,1st,32182
0307104000,Castillejos,Zambales,Mun,1st,70105
0307105000,Iba,Zambales,Mun,1st,59580
0307106000,Masinloc,Zambales,Mun,1st,56579
0307108000,Palauig,Zambales,Mun,1st,43250
0307109000,San Antonio,Zambales,Mun,1st,38617
0307110000,San Felipe,Zambales,Mun,3rd,26081
0307111000,San Marcelino,Zambales,Mun,1st,39542
0307112000,San Narciso,Zambales,Mun,3rd,32180
0307113000,Santa Cruz,Zambales,Mun,1st,66647
0307114000,Subic,Zambales,Mun,1st,116788
0307701000,Baler,Aurora,Mun,1st,44684
0307702000,Casiguran,Aurora,Mun,1st,26855
0307703000,Dilasag,Aurora,Mun,2nd,17536
0307704000,Dinalungan,Aurora,Mun,3rd,12552
0307705000,Dingalan,Aurora,Mun,2nd,29286
0307706000,Dipaculao,Aurora,Mun,1st,33597
0307707000,Maria Aurora,Aurora,Mun,1st,45972
0307708000,San Luis,Aurora,Mun,1st,30342
0330100000,City of Angeles,,City,1st,483452
0331400000,City of Olongapo,,City,1st,264903
0401001000,Agoncillo,Batangas,Mun,2nd,40662
0401002000,Alitagtag,Batangas,Mun,4th,28033
0401003000,Balayan,Batangas,Mun,1st,96939
0401004000,Balete,Batangas,Mun,4th,24202
0401005000,Batangas City,Batangas,City,1st,358267
0401006000,Bauan,Batangas,Mun,1st,94016
0401007000,City of Calaca,Batangas,City,3rd,92281
0401008000,Calatagan,Batangas,Mun,1st,60420
0401009000,Cuenca,Batangas,Mun,2nd,36453
0401010000,Ibaan,Batangas,Mun,1st,58673
0401011000,Laurel,Batangas,Mun,2nd,44791
0401012000,Lemery,Batangas,Mun,1st,94736
0401013000,Lian,Batangas,Mun,1st,56788
0401014000,City of Lipa,Batangas,City,1st,387392
0401015000,Lobo,Batangas,Mun,1st,41251
0401016000,Mabini,Batangas,Mun,1st,49876
0401017000,Malvar,Batangas,Mun,1st,74565
0401018000,Mataasnakahoy,Batangas,Mun,3rd,31912
0401019000,Nasugbu,Batangas,Mun,1st,141063
0401020000,Padre Garcia,Batangas,Mun,1st,53526
0401021000,Rosario,Batangas,Mun,1st,131365
0401022000,San Jose,Batangas,Mun,1st,81170
0401023000,San Juan,Batangas,Mun,1st,115118
0401024000,San Luis,Batangas,Mun,3rd,36841
0401025000,San Nicolas,Batangas,Mun,4th,24392
0401026000,San Pascual,Batangas,Mun,1st,69419
0401027000,Santa Teresita,Batangas,Mun,4th,21742
0401028000,City of Sto. Tomas,Batangas,City,1st,226772
0401029000,Taal,Batangas,Mun,1st,61559
0401030000,Talisay,Batangas,Mun,1st,46477
0401031000,City of Tanauan,Batangas,City,1st,209697
0401032000,Taysan,Batangas,Mun,1st,41332
0401033000,Tingloy,Batangas,Mun,4th,15866
0401034000,Tuy,Batangas,Mun,2nd,47199
0402101000,Alfonso,Cavite,Mun,1st,60583
0402102000,Amadeo,Cavite,Mun,2nd,44190
0402103000,City of Bacoor,Cavite,City,1st,661381
0402104000,City of Carmona,Cavite,City,2nd,112140
0402105000,City of Cavite,Cavite,City,4th,98673
0402106000,City of Dasmariñas,Cavite,City,1st,744511
0402107000,General Emilio Aguinaldo,Cavite,Mun,4th,24264
0402108000,City of General Trias,Cavite,City,1st,482453
0402109000,City of Imus,Cavite,City,1st,481949
0402110000,Indang,Cavite,Mun,1st,70092
0402111000,Kawit,Cavite,Mun,1st,123631
0402112000,Magallanes,Cavite,Mun,3rd,25826
0402113000,Maragondon,Cavite,Mun,2nd,41977
0402114000,Mendez,Cavite,Mun,2nd,36518
0402115000,Naic,Cavite,Mun,1st,236978
0402116000,Noveleta,Cavite,Mun,1st,46172
0402117000,Rosario,Cavite,Mun,1st,112572
0402118000,Silang,Cavite,Mun,1st,313145
0402119000,City of Tagaytay,Cavite,City,1st,87811
0402120000,Tanza,Cavite,Mun,1st,339308
0402121000,Ternate,Cavite,Mun,3rd,24891
0402122000,City of Trece Martires,Cavite,City,2nd,227892
0402123000,Gen. Mariano Alvarez,Cavite,Mun,1st,176927
0403401000,Alaminos,Laguna,Mun,1st,53589
0403402000,Bay,Laguna,Mun,1st,69802
0403403000,City of Biñan,Laguna,City,1st,584479
0403404000,City of Cabuyao,Laguna,City,1st,365202
0403405000,City of Calamba,Laguna,City,1st,575046
0403406000,Calauan,Laguna,Mun,1st,89670
0403407000,Cavinti,Laguna,Mun,2nd,24740
0403408000,Famy,Laguna,Mun,4th,17668
0403409000,Kalayaan,Laguna,Mun,3rd,25243
0403410000,Liliw,Laguna,Mun,3rd,39976
0403411000,Los Baños,Laguna,Mun,1st,117030
0403412000,Luisiana,Laguna,Mun,4th,21824
0403413000,Lumban,Laguna,Mun,3rd,32793
0403414000,Mabitac,Laguna,Mun,4th,21748
0403415000,Magdalena,Laguna,Mun,3rd,28131
0403416000,Majayjay,Laguna,Mun,3rd,28504
0403417000,Nagcarlan,Laguna,Mun,1st,66351
0403418000,Paete,Laguna,Mun,4th,25254
0403419000,Pagsanjan,Laguna,Mun,2nd,45602
0403420000,Pakil,Laguna,Mun,3rd,23972
0403421000,Pangil,Laguna,Mun,3rd,25318
0403422000,Pila,Laguna,Mun,1st,57776
0403423000,Rizal,Laguna,Mun,4th,18864
0403424000,City of San Pablo,Laguna,City,1st,300166
0403425000,City of San Pedro,Laguna,City,1st,348968
0403426000,Santa Cruz,Laguna,Mun,1st,126844
0403427000,Santa Maria,Laguna,Mun,2nd,34102
0403428000,City of Santa Rosa,Laguna,City,1st,430920
0403429000,Siniloan,Laguna,Mun,1st,42533
0403430000,Victoria,Laguna,Mun,2nd,45230
0405601000,Agdangan,Quezon,Mun,5th,13316
0405602000,Alabat,Quezon,Mun,4th,15744
0405603000,Atimonan,Quezon,Mun,1st,65552
0405605000,Buenavista,Quezon,Mun,2nd,31550
0405606000,Burdeos,Quezon,Mun,3rd,22742
0405607000,Calauag,Quezon,Mun,1st,68999
0405608000,Candelaria,Quezon,Mun,1st,137933
0405610000,Catanauan,Quezon,Mun,1st,76250
0405615000,Dolores,Quezon,Mun,3rd,32645
0405616000,General Luna,Quezon,Mun,3rd,25110
0405617000,General Nakar,Quezon,Mun,1st,34982
0405618000,Guinayangan,Quezon,Mun,1st,45375
0405619000,Gumaca,Quezon,Mun,1st,72454
0405620000,Infanta,Quezon,Mun,1st,77676
0405621000,Jomalig,Quezon,Mun,5th,7884
0405622000,Lopez,Quezon,Mun,1st,96006
0405623000,Lucban,Quezon,Mun,1st,54134
0405625000,Macalelon,Quezon,Mun,3rd,25266
0405627000,Mauban,Quezon,Mun,1st,70135
0405628000,Mulanay,Quezon,Mun,1st,53976
0405629000,Padre Burgos,Quezon,Mun,4th,23392
0405630000,Pagbilao,Quezon,Mun,1st,82132
0405631000,Panukulan,Quezon,Mun,3rd,17118
0405632000,Patnanungan,Quezon,Mun,4th,15554
0405633000,Perez,Quezon,Mun,4th,13052
0405634000,Pitogo,Quezon,Mun,4th,22499
0405635000,Plaridel,Quezon,Mun,5th,10866
0405636000,Polillo,Quezon,Mun,1st,31737
0405637000,Quezon,Quezon,Mun,4th,15869
0405638000,Real,Quezon,Mun,1st,39969
0405639000,Sampaloc,Quezon,Mun,4th,13331
0405640000,San Andres,Quezon,Mun,2nd,38407
0405641000,San Antonio,Quezon,Mun,3rd,36451
0405642000,San Francisco,Quezon,Mun,1st,63789
0405644000,San Narciso,Quezon,Mun,1st,53375
0405645000,Sariaya,Quezon,Mun,1st,172018
0405646000,Tagkawayan,Quezon,Mun,1st,54709
0405647000,City of Tayabas,Quezon,City,3rd,115318
0405648000,Tiaong,Quezon,Mun,1st,107666
0405649000,Unisan,Quezon,Mun,3rd,25357
0405801000,Angono,Rizal,Mun,1st,134975
0405802000,City of Antipolo,Rizal,City,1st,913712
0405803000,Baras,Rizal,Mun,1st,91099
0405804000,Binangonan,Rizal,Mun,1st,321281
0405805000,Cainta,Rizal,Mun,1st,386321
0405806000,Cardona,Rizal,Mun,2nd,51493
0405807000,Jala-Jala,Rizal,Mun,3rd,34901
0405808000,Rodriguez,Rizal,Mun,1st,451383
0405809000,Morong,Rizal,Mun,1st,72262
0405810000,Pililla,Rizal,Mun,1st,72503
0405811000,San Mateo,Rizal,Mun,1st,276449
0405812000,Tanay,Rizal,Mun,1st,145597
0405813000,Taytay,Rizal,Mun,1st,397111
0405814000,Teresa,Rizal,Mun,1st,67454
0431200000,City of Lucena,,City,1st,280331
0500501000,Bacacay,Albay,Mun,1st,72298
0500502000,Camalig,Albay,Mun,1st,73087
0500503000,Daraga,Albay,Mun,1st,138000
0500504000,Guinobatan,Albay,Mun,1st,84420
0500505000,Jovellar,Albay,Mun,4th,17538
0500506000,City of Legazpi,Albay,City,1st,210616
0500507000,Libon,Albay,Mun,1st,72135
0500508000,City of Ligao,Albay,City,3rd,119779
0500509000,Malilipot,Albay,Mun,1st,41066
0500510000,Malinao,Albay,Mun,2nd,49570
0500511000,Manito,Albay,Mun,2nd,26425
0500512000,Oas,Albay,Mun,1st,64890
0500513000,Pio Duran,Albay,Mun,1st,48713
0500514000,Polangui,Albay,Mun,1st,89344
0500515000,Rapu-Rapu,Albay,Mun,2nd,36281
0500516000,Santo Domingo,Albay,Mun,2nd,37586
0500517000,City of Tabaco,Albay,City,3rd,140779
0500518000,Tiwi,Albay,Mun,1st,56871
0501601000,Basud,Camarines Norte,Mun,1st,43388
0501602000,Capalonga,Camarines Norte,Mun,1st,32800
0501603000,Daet,Camarines Norte,Mun,1st,106465
0501604000,San Lorenzo Ruiz,Camarines Norte,Mun,5th,15072
